Date,BTC-EUR (Price),BTC/EUR,BTC/EUR1,Gold (Price),Gold Futures,Gold Trial,Gold Trial1,SPX-500 (Price),S&P 500 ,S&P,Myfund (Price),Myfund,,M Trial,MVIS Price,ITIF,,ITIF Trial
2020-09-25,"9,196.20",0.04,0.00,"1,854.10",-0.0056,-0.56,-0.01,"3,298.46",0.016,1.6,2.890598,0.05448979272,5.448979272,5.448979272,2547.27,0.014,1.4,1.4
2020-09-26,"9,226.90",0.33,0.00,,,,0,,,,3.002638,0.03876014582,3.876014582,3.876014582,2560.16,0.0051,0.51,0.51
2020-09-27,"9,262.30",0.38,0.00,,,,0,,,,2.964958,-0.01254896528,-1.254896528,-1.254896528,2582.71,0.0088,0.88,0.88
2020-09-28,"9,164.00",-1.06,-0.01,"1,851.10",0.0086,0.86,0.01,"3,351.60",0.0161,1.61,2.985099,0.00679301359,0.679301359,0.679301359,2556.6,-0.0101,-1.01,-1.01
2020-09-29,"9,240.60",0.84,0.01,"1,880.80",0.0111,1.11,0.01,"3,335.47",-0.0048,-0.48,3.05016,0.02179525704,2.179525704,2.179525704,2591.95,0.0138,1.38,1.38
2020-09-30,"9,196.60",-0.48,0.00,"1,885.80",-0.004,-0.40,0.00,"3,363.00",0.0083,0.83,2.970572,-0.02609305741,-2.609305741,-2.609305741,2589.23,-0.001,-0.1,-0.1
2020-10-01,"9,051.70",-1.57,-0.02,"1,890.00",0.011,1.10,0.01,"3,380.80",0.0053,0.53,2.955388,-0.00511147348,-0.511147348,-0.511147348,2556.28,-0.0127,-1.27,-1.27
2020-10-02,"9,033.30",-0.20,0.00,"1,895.20",-0.0045,-0.45,0.00,"3,348.44",-0.0096,-0.96,2.917508,-0.01281726799,-1.281726799,-1.281726799,2509.84,-0.0182,-1.82,-1.82
2020-10-03,"9,024.60",-0.10,0.00,,,,0,,,,2.846934,-0.02418982227,-2.418982227,-2.418982227,2505.47,-0.0017,-0.17,-0.17
2020-10-04,"9,109.70",0.94,0.01,,,,0,,,,2.899836,0.01858209569,1.858209569,1.858209569,2578.16,0.029,2.9,2.9
2020-10-05,"9,151.00",0.45,0.00,"1,891.20",0.0066,0.66,0.01,"3,408.63",0.018,1.8,2.921085,0.00732765577,0.732765577,0.732765577,2594.54,0.0064,0.64,0.64
2020-10-06,"9,039.60",-1.22,-0.01,"1,878.20",-0.0059,-0.59,-0.01,"3,360.95",-0.014,-1.4,2.925896,0.00164699076,0.164699076,0.164699076,2537.76,-0.0219,-2.19,-2.19
2020-10-07,"9,072.90",0.37,0.00,"1,877.10",-0.0094,-0.94,-0.01,"3,419.45",0.0174,1.74,2.847928,-0.02664756369,-2.664756369,-2.664756369,2559.02,0.0084,0.84,0.84
2020-10-08,"9,283.70",2.32,0.02,"1,885.30",0.0023,0.23,0.00,"3,446.83",0.008,0.8,2.85978,0.00416162206,0.416162206,0.416162206,2615.2,0.022,2.2,2.2
2020-10-09,"9,348.70",0.70,0.01,"1,898.00",0.0164,1.64,0.02,"3,477.13",0.0088,0.88,2.930407,0.02469665499,2.469665499,2.469665499,2666.03,0.0194,1.94,1.94
2020-10-10,"9,522.70",1.86,0.02,,,,0,,,,3.010031,0.02717165227,2.717165227,2.717165227,2701.63,0.0134,1.34,1.34
2020-10-11,"9,621.40",1.04,0.01,,,,0,,,,3.082473,0.02406686177,2.406686177,2.406686177,2728.67,0.01,1,1
2020-10-12,"9,757.40",1.41,0.01,"1,923.80",0.0014,0.14,0.00,"3,534.22",0.0164,1.64,3.077853,-0.00149879658,-0.149879658,-0.149879658,2765.7,0.0136,1.36,1.36
2020-10-13,"9,736.30",-0.22,0.00,"1,889.30",-0.0178,-1.78,-0.02,"3,511.93",-0.0063,-0.63,3.212362,0.0437022171,4.37022171,4.37022171,2760.47,-0.0019,-0.19,-0.19
2020-10-14,"9,738.20",0.02,0.00,"1,885.00",0.0067,0.67,0.01,"3,488.67",-0.0066,-0.66,3.181512,-0.00960352538,-0.960352538,-0.960352538,2738.29,-0.008,-0.8,-0.8
2020-10-15,"9,830.00",0.94,0.01,"1,892.70",0.0008,0.08,0.00,"3,483.34",-0.0015,-0.15,3.111558,-0.0219876587,-2.19876587,-2.19876587,2733.89,-0.0016,-0.16,-0.16
2020-10-16,"9,674.80",-1.58,-0.02,"1,901.10",-0.0013,-0.13,0.00,"3,483.81",0.0001,0.01,3.12737,0.00508169862,0.508169862,0.508169862,2664.81,-0.0253,-2.53,-2.53
2020-10-17,"9,705.00",0.31,0.00,,,,0,,,,3.0549,-0.02317282573,-2.317282573,-2.317282573,2668.51,0.0014,0.14,0.14
2020-10-18,"9,827.20",1.26,0.01,,,,0,,,,3.066077,0.00365871223,0.365871223,0.365871223,2705.67,0.0139,1.39,1.39
2020-10-19,"9,987.30",1.63,0.02,"1,900.20",0.0028,0.28,0.00,"3,426.92",-0.0163,-1.63,3.111809,0.01491547668,1.491547668,1.491547668,2741.45,0.0132,1.32,1.32
2020-10-20,"10,079.90",0.93,0.01,"1,896.60",0.0019,0.19,0.00,"3,443.12",0.0047,0.47,3.136584,0.0079616069,0.79616069,0.79616069,2699.77,-0.0152,-1.52,-1.52
2020-10-21,"10,770.40",6.85,0.07,"1,911.60",0.0074,0.74,0.01,"3,435.56",-0.0022,-0.22,3.057852,-0.02510119289,-2.510119289,-2.510119289,2872.53,0.064,6.4,6.4
2020-10-22,"10,980.90",1.95,0.02,"1,894.20",-0.0129,-1.29,-0.01,"3,453.49",0.0052,0.52,3.252747,0.06373591658,6.373591658,6.373591658,2963.52,0.0317,3.17,3.17
2020-10-23,"10,893.70",-0.79,-0.01,"1,895.20",0.0003,0.03,0.00,"3,465.39",0.0034,0.34,3.389424,0.04201894583,4.201894583,4.201894583,2947.19,-0.0055,-0.55,-0.55
2020-10-24,"11,046.70",1.40,0.01,,,,0,,,,3.30445,-0.02507033643,-2.507033643,-2.507033643,2994.48,0.016,1.6,1.6
2020-10-25,"10,998.00",-0.44,0.00,,,,0,,,,3.331341,0.00813781416,0.813781416,0.813781416,2957.38,-0.0124,-1.24,-1.24
2020-10-26,"11,076.00",0.71,0.01,"1,892.50",0.0003,0.03,0.00,"3,400.97",-0.0186,-1.86,3.308769,-0.00677564981,-0.677564981,-0.677564981,2894.53,-0.0213,-2.13,-2.13
2020-10-27,"11,621.00",4.92,0.05,"1,898.70",0.0033,0.33,0.00,"3,390.68",-0.003,-0.3,3.259763,-0.01481094631,-1.481094631,-1.481094631,2972.59,0.027,2.7,2.7
2020-10-28,"11,319.10",-2.60,-0.03,"1,869.10",-0.0171,-1.71,-0.02,"3,271.03",-0.0353,-3.53,3.3657,0.03249837488,3.249837488,3.249837488,2892.47,-0.027,-2.7,-2.7
2020-10-29,"11,529.40",1.86,0.02,"1,859.20",-0.006,-0.60,-0.01,"3,310.11",0.0119,1.19,3.24501,-0.03585881095,-3.585881095,-3.585881095,2884.82,-0.0026,-0.26,-0.26
2020-10-30,"11,644.10",0.99,0.01,"1,863.30",0.0064,0.64,0.01,"3,269.96",-0.0121,-1.21,3.238611,-0.00197195078,-0.197195078,-0.197195078,2863.25,-0.0075,-0.75,-0.75
2020-10-31,"11,850.60",1.77,0.02,,,,0,,,,3.24871,0.00311831214,0.311831214,0.311831214,2895.14,0.0111,1.11,1.11
2020-11-01,"11,822.60",-0.24,0.00,,,,0,,,,3.304558,0.01719082343,1.719082343,1.719082343,2918.09,0.0079,0.79,0.79
2020-11-02,"11,659.40",-1.38,-0.01,"1,873.30",0.0067,0.67,0.01,"3,310.24",0.0123,1.23,3.324067,0.00590366397,0.590366397,0.590366397,2844.44,-0.0252,-2.52,-2.52
2020-11-03,"11,929.40",2.32,0.02,"1,887.60",0.0095,0.95,0.01,"3,369.16",0.0178,1.78,3.244509,-0.02393393394,-2.393393394,-2.393393394,2872.73,0.0099,0.99,0.99
2020-11-04,"12,067.30",1.16,0.01,"1,881.80",-0.0074,-0.74,-0.01,"3,443.44",0.022,2.2,3.244492,-0.00000523962,-0.000523962,-0.000523962,2901.71,0.0101,1.01,1.01
2020-11-05,"13,189.90",9.30,0.09,"1,902.20",0.0267,2.67,0.03,"3,510.45",0.0195,1.95,3.318488,0.02280665201,2.280665201,2.280665201,3074.07,0.0594,5.94,5.94
2020-11-06,"13,137.10",-0.40,0.00,"1,937.20",0.0025,0.25,0.00,"3,509.44",-0.0003,-0.03,3.486949,0.05076438426,5.076438426,5.076438426,3218.66,0.047,4.7,4.7
2020-11-07,"12,429.00",-5.39,-0.05,,,,0,,,,3.656806,0.04871221231,4.871221231,4.871221231,3077.78,-0.0438,-4.38,-4.38
2020-11-08,"12,985.10",4.47,0.04,,,,0,,,,3.486412,-0.04659640134,-4.659640134,-4.659640134,3197.03,0.0387,3.87,3.87
2020-11-09,"12,960.40",-0.19,0.00,"1,848.00",-0.0499,-4.99,-0.05,"3,550.50",0.0117,1.17,3.640005,0.0440547474,4.40547474,4.40547474,3140.79,-0.0176,-1.76,-1.76
2020-11-10,"12,969.00",0.07,0.00,"1,858.90",0.0119,1.19,0.01,"3,545.53",-0.0014,-0.14,3.60317,-0.01011949159,-1.011949159,-1.011949159,3147.64,0.0022,0.22,0.22
2020-11-11,"13,328.00",2.77,0.03,"1,853.90",-0.0079,-0.79,-0.01,"3,572.66",0.0077,0.77,3.687537,0.02341465987,2.341465987,2.341465987,3206.81,0.0188,1.88,1.88
2020-11-12,"13,819.90",3.69,0.04,"1,860.70",0.0063,0.63,0.01,"3,537.01",-0.01,-1,3.753833,0.01797839588,1.797839588,1.797839588,3249.85,0.0134,1.34,1.34
2020-11-13,"13,803.00",-0.12,0.00,"1,872.10",0.0069,0.69,0.01,"3,585.15",0.0136,1.36,3.750648,-0.00084846609,-0.084846609,-0.084846609,3333.68,0.0258,2.58,2.58
2020-11-14,"13,599.80",-1.47,-0.01,,,,0,,,,3.816149,0.01746391557,1.746391557,1.746391557,3279.09,-0.0164,-1.64,-1.64
2020-11-15,"13,491.60",-0.80,-0.01,,,,0,,,,3.736977,-0.02074656938,-2.074656938,-2.074656938,3232.39,-0.0142,-1.42,-1.42
2020-11-16,"14,094.90",4.47,0.04,"1,861.50",0.0008,0.08,0.00,"3,626.91",0.0116,1.16,3.659647,-0.02069319667,-2.069319667,-2.069319667,3412.54,0.0557,5.57,5.57
2020-11-17,"14,890.00",5.64,0.06,"1,876.30",-0.0014,-0.14,0.00,"3,609.53",-0.0048,-0.48,3.806823,0.0402159006,4.02159006,4.02159006,3571.87,0.0467,4.67,4.67
2020-11-18,"15,012.40",0.82,0.01,"1,860.30",-0.0059,-0.59,-0.01,"3,567.79",-0.0116,-1.16,3.976298,0.04451874962,4.451874962,4.451874962,3516.25,-0.0156,-1.56,-1.56
2020-11-19,"15,033.20",0.14,0.00,"1,850.00",-0.0066,-0.66,-0.01,"3,581.87",0.0039,0.39,3.979025,0.00068581379,0.068581379,0.068581379,3569.97,0.0153,1.53,1.53
2020-11-20,"15,743.10",4.72,0.05,"1,859.10",0.0059,0.59,0.01,"3,557.54",-0.0068,-0.68,3.974187,-0.00121587575,-0.121587575,-0.121587575,3789.69,0.0615,6.15,6.15
2020-11-21,"15,743.50",0.00,0.00,,,,0,,,,4.190885,0.05452637231,5.452637231,5.452637231,4341.91,0.1457,14.57,14.57
2020-11-22,"15,529.40",-1.36,-0.01,,,,0,,,,4.570661,0.09061952308,9.061952308,9.061952308,4245.8,-0.0221,-2.21,-2.21
2020-11-23,"15,528.10",-0.01,0.00,"1,828.00",-0.0185,-1.85,-0.02,"3,577.59",0.0056,0.56,4.736027,0.03617988733,3.617988733,3.617988733,4915.72,0.1578,15.78,15.78
2020-11-24,"16,114.20",3.77,0.04,"1,803.70",-0.0146,-1.46,-0.01,"3,635.41",0.0162,1.62,5.118362,0.08072905834,8.072905834,8.072905834,5289.88,0.0761,7.61,7.61
2020-11-25,"15,728.00",-2.40,-0.02,"1,804.70",0.0002,0.02,0.00,"3,629.65",-0.0016,-0.16,5.304745,0.03641457951,3.641457951,3.641457951,4939.05,-0.0663,-6.63,-6.63
2020-11-26,"14,410.20",-8.38,-0.08,"1,804.20",-0.0023,-0.23,-0.0023,,,,5.041303,-0.04966157657,-4.966157657,-4.966157657,4362.8,-0.1167,-11.67,-11.67
2020-11-27,"14,342.60",-0.47,0.00,"1,776.50",-0.0105,-1.05,-0.01,"3,638.35",0.0024,0.24,4.522483,-0.1029138697,-10.29138697,-10.29138697,4466.57,0.0238,2.38,2.38
2020-11-28,"14,849.00",3.53,0.04,,,,0,,,,4.462637,-0.01323299612,-1.323299612,-1.323299612,4735.9,0.0603,6.03,6.03
2020-11-29,"15,207.00",2.41,0.02,,,,0,,,,4.828868,0.08206605198,8.206605198,8.206605198,4804.68,0.0145,1.45,1.45
2020-11-30,"16,427.40",8.03,0.08,"1,767.20",-0.004,-0.40,0.00,"3,621.63",-0.0046,-0.46,4.900536,0.01484157364,1.484157364,1.484157364,5219.18,0.0863,8.63,8.63
2020-12-01,"15,578.50",-5.17,-0.05,"1,778.40",0.0213,2.13,0.02,"3,662.45",0.0113,1.13,5.227302,0.06667964484,6.667964484,6.667964484,4889.8,-0.0631,-6.31,-6.31
2020-12-02,"15,877.50",1.92,0.02,"1,810.50",0.0062,0.62,0.01,"3,669.01",0.0018,0.18,4.966768,-0.04984100785,-4.984100785,-4.984100785,5019.14,0.0265,2.65,2.65
2020-12-03,"16,020.70",0.90,0.01,"1,826.70",0.006,0.60,0.01,"3,666.72",-0.0006,-0.06,4.996902,0.00606712454,0.606712454,0.606712454,5061.42,0.0084,0.84,0.84
2020-12-04,"15,417.30",-3.77,-0.04,"1,832.00",-0.0006,-0.06,0.00,"3,699.12",0.0088,0.88,5.097862,0.02020451872,2.020451872,2.020451872,4622.14,-0.0868,-8.68,-8.68
2020-12-05,"15,824.90",2.64,0.03,,,,0,,,,4.708313,-0.07641419089,-7.641419089,-7.641419089,4834.9,0.046,4.6,4.6
2020-12-06,"15,983.70",1.00,0.01,,,,0,,,,4.891999,0.03901312423,3.901312423,3.901312423,4962.05,0.0263,2.63,2.63
2020-12-07,"15,843.60",-0.88,-0.01,"1,824.80",0.0141,1.41,0.01,"3,691.96",-0.0019,-0.19,4.950562,0.01197117988,1.197117988,1.197117988,4879.81,-0.0166,-1.66,-1.66
2020-12-08,"15,143.50",-4.42,-0.04,"1,863.90",0.0048,0.48,0.00,"3,702.25",0.0028,0.28,4.908771,-0.00844166783,-0.844166783,-0.844166783,4551.62,-0.0673,-6.73,-6.73
2020-12-09,"15,375.30",1.53,0.02,"1,828.20",-0.0194,-1.94,-0.02,"3,672.82",-0.0079,-0.79,4.60584,-0.06171218824,-6.171218824,-6.171218824,4697.15,0.032,3.2,3.2
2020-12-10,"15,037.60",-2.20,-0.02,"1,831.50",-0.0006,-0.06,0.00,"3,668.10",-0.0013,-0.13,4.774771,0.03667756587,3.667756587,3.667756587,4586.7,-0.0235,-2.35,-2.35
2020-12-11,"14,893.30",-0.96,-0.01,"1,826.80",0.0034,0.34,0.00,"3,663.46",-0.0013,-0.13,4.644046,-0.02737827636,-2.737827636,-2.737827636,4483.4,-0.0225,-2.25,-2.25
2020-12-12,"15,545.50",4.38,0.04,,,,0,,,,4.609147,-0.00751478345,-0.751478345,-0.751478345,4468.6,-0.0033,-0.33,-0.33
2020-12-13,"15,786.60",1.55,0.02,,,,0,,,,4.673265,0.01391103386,1.391103386,1.391103386,4607.88,0.0312,3.12,3.12
2020-12-14,"15,864.10",0.49,0.00,"1,820.00",-0.0062,-0.62,-0.01,"3,647.49",-0.0044,-0.44,4.755949,0.01769298339,1.769298339,1.769298339,4556.86,-0.0111,-1.11,-1.11
2020-12-15,"15,997.50",0.84,0.01,"1,828.50",0.0127,1.27,0.01,"3,694.62",0.0129,1.29,4.776917,0.00440879412,0.440879412,0.440879412,4497.26,-0.0131,-1.31,-1.31
2020-12-16,"17,506.40",9.43,0.09,"1,848.20",0.002,0.20,0.00,"3,701.17",0.0018,0.18,4.737698,-0.00821010706,-0.821010706,-0.821010706,5100.98,0.1342,13.42,13.42
2020-12-17,"18,598.00",6.24,0.06,"1,865.90",0.0168,1.68,0.02,"3,722.48",0.0058,0.58,5.140738,0.08507085086,8.507085086,8.507085086,5241.58,0.0276,2.76,2.76
2020-12-18,"18,872.00",1.47,0.01,"1,881.90",-0.0008,-0.08,0.00,"3,709.41",-0.0035,-0.35,5.318467,0.03457266252,3.457266252,3.457266252,5336.03,0.018,1.8,1.8
2020-12-19,"19,403.90",2.82,0.03,,,,0,,,,5.328134,0.00181762903,0.181762903,0.181762903,5414.6,0.0147,1.47,1.47
2020-12-20,"19,203.30",-1.03,-0.01,,,,0,,,,5.429048,0.01893983898,1.893983898,1.893983898,5304.29,-0.0204,-2.04,-2.04
2020-12-21,"18,592.00",-3.18,-0.03,"1,859.00",-0.0032,-0.32,0.00,"3,694.92",-0.0039,-0.39,5.266448,-0.02995000228,-2.995000228,-2.995000228,4983.19,-0.0605,-6.05,-6.05
2020-12-22,"19,535.70",5.08,0.05,"1,863.70",-0.0066,-0.66,-0.01,"3,687.26",-0.0021,-0.21,5.126019,-0.02666484127,-2.666484127,-2.666484127,4966.5,-0.0033,-0.33,-0.33
2020-12-23,"19,091.70",-2.27,-0.02,"1,860.90",0.0042,0.42,0.00,"3,690.01",0.0007,0.07,5.10975,-0.00317380798,-0.317380798,-0.317380798,4159.19,-0.1626,-16.26,-16.26
2020-12-24,"19,479.50",2.03,0.02,"1,873.10",0.0027,0.27,0.00,"3,703.06",0.0035,0.35,4.576007,-0.1044557953,-10.44557953,-10.44557953,4563.04,0.0971,9.71,9.71
2020-12-25,"20,229.40",3.85,0.04,,,,0,,,,4.892582,0.06918149382,6.918149382,6.918149382,4684.38,0.0266,2.66,2.66
2020-12-26,"21,648.20",7.01,0.07,,,,0,,,,4.943649,0.01043763804,1.043763804,1.043763804,4746.95,0.0134,1.34,1.34
2020-12-27,"21,360.50",-1.33,-0.01,,,,0,,,,5.06067,0.02367097664,2.367097664,2.367097664,4800.01,0.0112,1.12,1.12
2020-12-28,"22,133.50",3.62,0.04,"1,873.00",-0.0015,-0.15,0.00,"3,735.36",0.0087,0.87,5.173456,0.0222867723,2.22867723,2.22867723,4870.9,0.0148,1.48,1.48
2020-12-29,"22,333.60",0.90,0.01,"1,875.60",0.0013,0.13,0.00,"3,727.04",-0.0022,-0.22,5.396567,0.04312610371,4.312610371,4.312610371,4794.49,-0.0157,-1.57,-1.57
2020-12-30,"23,481.30",5.14,0.05,"1,879.50",0.0056,0.56,0.01,"3,732.04",0.0013,0.13,5.381176,-0.00285199832,-0.285199832,-0.285199832,4902.1,0.0224,2.24,2.24
2020-12-31,"23,681.90",0.85,0.01,"1,889.10",0.0009,0.09,0.00,"3,756.07",0.0064,0.64,5.497647,0.02164415362,2.164415362,2.164415362,4850.08,-0.0106,-1.06,-1.06
2021-01-01,"24,035.60",1.49,0.01,"1,901.60",0.0034,0.34,0.0034,,,,5.549117,0.00936218713,0.936218713,0.936218713,4877.89,0.0057,0.57,0.57
2021-01-02,"25,930.10",7.88,0.08,,,,0,,,,5.554798,0.00102376648,0.102376648,0.102376648,5184.21,0.0628,6.28,6.28
2021-01-03,"26,013.80",0.32,0.00,,,,0,,,,5.775749,0.03977660394,3.977660394,3.977660394,5967.14,0.151,15.1,15.1
2021-01-04,"26,105.20",0.35,0.00,"1,906.10",0.0237,2.37,0.02,"3,700.65",-0.0148,-1.48,6.402525,0.1085185662,10.85185662,10.85185662,6018.12,0.0085,0.85,0.85
2021-01-05,"27,638.80",5.87,0.06,"1,938.40",0.004,0.40,0.00,"3,726.86",0.0071,0.71,6.643146,0.0375822039,3.75822039,3.75822039,6351.76,0.0554,5.54,5.54
2021-01-06,"29,820.40",7.89,0.08,"1,902.60",-0.0234,-2.34,-0.02,"3,748.14",0.0057,0.57,7.286299,0.09681452131,9.681452131,9.681452131,7261.44,0.1432,14.32,14.32
2021-01-07,"32,006.00",7.33,0.07,"1,907.50",0.0026,0.26,0.00,"3,803.79",0.0148,1.48,8.057765,0.1058789929,10.58789929,10.58789929,7306.21,0.0062,0.62,0.62
2021-01-08,"33,099.70",3.42,0.03,"1,827.80",-0.0409,-4.09,-0.04,"3,824.68",0.0055,0.55,8.295908,0.02955447323,2.955447323,2.955447323,7297.39,-0.0012,-0.12,-0.12
2021-01-09,"32,369.90",-2.20,-0.02,,,,0,,,,8.262503,-0.004026684,-0.4026684,-0.4026684,7815.76,0.071,7.1,7.1
2021-01-10,"31,026.20",-4.15,-0.04,,,,0,,,,8.569197,0.03711877624,3.711877624,3.711877624,7626.86,-0.0242,-2.42,-2.42
2021-01-11,"29,107.50",-6.18,-0.06,"1,817.10",0.0084,0.84,0.01,"3,799.61",-0.0066,-0.66,8.313849,-0.029798358,-2.9798358,-2.9798358,6623.08,-0.1316,-13.16,-13.16
2021-01-12,"27,928.40",-4.05,-0.04,"1,835.80",-0.0036,-0.36,0.00,"3,801.19",0.0004,0.04,7.348896,-0.1160657356,-11.60657356,-11.60657356,6417.02,-0.0311,-3.11,-3.11
2021-01-13,"30,737.00",10.06,0.10,"1,841.60",0.0058,0.58,0.01,"3,809.84",0.0023,0.23,7.318399,-0.00414987503,-0.414987503,-0.414987503,7016.57,0.0934,9.34,9.34
2021-01-14,"32,215.50",4.81,0.05,"1,826.60",-0.0019,-0.19,0.00,"3,795.54",-0.0038,-0.38,7.961185,0.08783150522,8.783150522,8.783150522,7377.4,0.0514,5.14,5.14
2021-01-15,"30,502.40",-5.32,-0.05,"1,822.10",-0.0116,-1.16,-0.01,"3,768.25",-0.0072,-0.72,8.26477,0.03813314224,3.813314224,3.813314224,6941.98,-0.059,-5.9,-5.9
2021-01-16,"29,823.80",-2.22,-0.02,,,,0,,,,8.213937,-0.00615056438,-0.615056438,-0.615056438,7029.07,0.0125,1.25,1.25
2021-01-17,"29,632.00",-0.64,-0.01,"1,803.60",-0.011,-1.1,-0.011,,,,8.656492,0.05387854813,5.387854813,5.387854813,7025.79,-0.0005,-0.05,-0.05
2021-01-18,"30,290.10",2.22,0.02,"1,809.65",0.0148,1.48,0.0148,,,,9.032447,0.04343041038,4.343041038,4.343041038,7253.1,0.0324,3.24,3.24
2021-01-19,"29,641.20",-2.14,-0.02,"1,800.80",0.002,0.20,0.00,"3,798.91",0.0081,0.81,8.898496,-0.01482997907,-1.482997907,-1.482997907,7387.57,0.0185,1.85,1.85
2021-01-20,"29,298.10",-1.16,-0.01,"1,831.10",0.0143,1.43,0.01,"3,851.85",0.0139,1.39,9.228103,0.03704075385,3.704075385,3.704075385,7327.76,-0.0081,-0.81,-0.81
2021-01-21,"25,353.40",-13.46,-0.13,"1,857.50",-0.0003,-0.03,0.00,"3,853.07",0.0003,0.03,8.905793,-0.03492700504,-3.492700504,-3.492700504,6162.96,-0.159,-15.9,-15.9
2021-01-22,"27,133.30",7.02,0.07,"1,836.30",-0.0052,-0.52,-0.01,"3,841.47",-0.003,-0.3,7.642128,-0.1418924738,-14.18924738,-14.18924738,6656.21,0.08,8,8
2021-01-23,"26,385.60",-2.76,-0.03,,,,0,,,,8.336962,0.0909215339,9.09215339,9.09215339,6587.41,-0.0103,-1.03,-1.03
2021-01-24,"26,522.70",0.52,0.01,,,,0,,,,8.53979,0.02432876628,2.432876628,2.432876628,6925.75,0.0514,5.14,5.14
2021-01-25,"26,615.20",0.35,0.00,"1,850.00",0.0015,0.15,0.00,"3,855.36",0.0036,0.36,8.790107,0.0293118449,2.93118449,2.93118449,6716.71,-0.0302,-3.02,-3.02
2021-01-26,"26,734.20",0.45,0.00,"1,851.10",-0.0023,-0.23,0.00,"3,849.62",-0.0015,-0.15,8.653711,-0.01551698972,-1.551698972,-1.551698972,6786.97,0.0105,1.05,1.05
2021-01-27,"25,153.70",-5.91,-0.06,"1,832.40",-0.0032,-0.32,0.00,"3,750.77",-0.0257,-2.57,8.68131,0.00318926759,0.318926759,0.318926759,6178.85,-0.0896,-8.96,-8.96
2021-01-28,"27,542.50",9.50,0.10,"1,835.60",-0.0042,-0.42,0.00,"3,787.38",0.0098,0.98,8.030758,-0.07493707747,-7.493707747,-7.493707747,6787.11,0.0984,9.84,9.84
2021-01-29,"28,294.50",2.73,0.03,"1,841.20",0.0049,0.49,0.00,"3,714.24",-0.0193,-1.93,8.786275,0.09407791892,9.407791892,9.407791892,6917.47,0.0192,1.92,1.92
2021-01-30,"28,266.60",-0.10,0.00,,,,0,,,,8.928529,0.0161904789,1.61904789,1.61904789,7027.57,0.0159,1.59,1.59
2021-01-31,"27,355.50",-3.22,-0.03,,,,0,,,,9.333497,0.04535663153,4.535663153,4.535663153,6733.59,-0.0418,-4.18,-4.18
2021-02-01,"27,796.70",1.61,0.02,"1,851.70",0.0074,0.74,0.01,"3,773.86",0.0161,1.61,9.354319,0.00223088945,0.223088945,0.223088945,6957.88,0.0333,3.33,3.33
2021-02-02,"29,482.00",6.06,0.06,"1,830.40",-0.0164,-1.64,-0.02,"3,826.31",0.0139,1.39,9.950205,0.06370169758,6.370169758,6.370169758,7458.95,0.072,7.2,7.2
2021-02-03,"31,266.70",6.05,0.06,"1,830.10",0.0009,0.09,0.00,"3,830.17",0.001,0.1,10.674584,0.07280040964,7.280040964,7.280040964,7998.39,0.0723,7.23,7.23
2021-02-04,"30,933.70",-1.06,-0.01,"1,784.60",-0.0239,-2.39,-0.02,"3,871.74",0.0109,1.09,11.147506,0.04430355319,4.430355319,4.430355319,7632.38,-0.0458,-4.58,-4.58
2021-02-05,"31,825.50",2.88,0.03,"1,792.20",0.0122,1.22,0.01,"3,886.83",0.0039,0.39,11.193649,0.00413931152,0.413931152,0.413931152,8131.02,0.0653,6.53,6.53
2021-02-06,"32,617.50",2.49,0.02,,,,0,,,,12.325339,0.1011010797,10.11010797,10.11010797,8199.34,0.0084,0.84,0.84
2021-02-07,"32,298.10",-0.98,-0.01,,,,0,,,,12.787909,0.03753000222,3.753000222,3.753000222,8020.39,-0.0218,-2.18,-2.18
2021-02-08,"38,523.70",19.28,0.19,"1,807.30",0.0117,1.17,0.01,"3,915.59",0.0074,0.74,12.579705,-0.01628131698,-1.628131698,-1.628131698,8865.26,0.1053,10.53,10.53
2021-02-09,"38,407.10",-0.30,0.00,"1,830.30",0.0018,0.18,0.00,"3,911.23",-0.0011,-0.11,13.508704,0.07384902905,7.384902905,7.384902905,9116.29,0.0283,2.83,2.83
2021-02-10,"37,032.00",-3.58,-0.04,"1,834.00",0.0028,0.28,0.00,"3,909.88",-0.0003,-0.03,14.137124,0.04651963652,4.651963652,4.651963652,8997.09,-0.0131,-1.31,-1.31
2021-02-11,"39,548.00",6.79,0.07,"1,821.70",-0.0086,-0.86,-0.01,"3,916.38",0.0017,0.17,15.589528,0.1027368792,10.27368792,10.27368792,9461.75,0.0516,5.16,5.16
2021-02-12,"39,156.80",-0.99,-0.01,"1,810.10",-0.002,-0.20,0.00,"3,934.83",0.0047,0.47,17.751774,0.1386986187,13.86986187,13.86986187,9959.66,0.0526,5.26,5.26
2021-02-13,"39,057.50",-0.25,0.00,,,,0,,,,19.243998,0.08406055643,8.406055643,8.406055643,10506.6,0.0549,5.49,5.49
2021-02-14,"40,205.60",2.94,0.03,"1,820.15",-0.0012,-0.12,-0.0012,,,,19.426892,0.00950395027,0.950395027,0.950395027,10405.2,-0.0097,-0.97,-0.97
2021-02-15,"39,570.30",-1.58,-0.02,"1,815.60",-0.0013,-0.13,-0.0013,,,,18.909581,-0.02662860328,-2.662860328,-2.662860328,10210,-0.0188,-1.88,-1.88
2021-02-16,"40,677.80",2.80,0.03,"1,788.10",-0.0109,-1.09,-0.01,"3,932.59",-0.0006,-0.06,18.517605,-0.02072896274,-2.072896274,-2.072896274,10240.3,0.003,0.3,0.3
