Date,BTC-EUR (Price),BTC/EUR1,Gold (Price),Gold Futures,SPX-500 (Price),S&P 500 ,Myfund (Price),Myfund,MVIS Price,ITIF
2021-01-14,"32,215.50",0.05,"1,826.60",-0.0019,"3,795.54",-0.0038,7.961185,0.08783150522,7377.4,0.0514
2021-01-15,"30,502.40",-0.05,"1,822.10",-0.0116,"3,768.25",-0.0072,8.26477,0.03813314224,6941.98,-0.059
2021-01-16,"29,823.80",-0.02,,,,,8.213937,-0.00615056438,7029.07,0.0125
2021-01-17,"29,632.00",-0.01,"1,803.60",-0.011,,,8.656492,0.05387854813,7025.79,-0.0005
2021-01-18,"30,290.10",0.02,"1,809.65",0.0148,,,9.032447,0.04343041038,7253.1,0.0324
2021-01-19,"29,641.20",-0.02,"1,800.80",0.002,"3,798.91",0.0081,8.898496,-0.01482997907,7387.57,0.0185
2021-01-20,"29,298.10",-0.01,"1,831.10",0.0143,"3,851.85",0.0139,9.228103,0.03704075385,7327.76,-0.0081
2021-01-21,"25,353.40",-0.13,"1,857.50",-0.0003,"3,853.07",0.0003,8.905793,-0.03492700504,6162.96,-0.159
2021-01-22,"27,133.30",0.07,"1,836.30",-0.0052,"3,841.47",-0.003,7.642128,-0.1418924738,6656.21,0.08
2021-01-23,"26,385.60",-0.03,,,,,8.336962,0.0909215339,6587.41,-0.0103
2021-01-24,"26,522.70",0.01,,,,,8.53979,0.02432876628,6925.75,0.0514
2021-01-25,"26,615.20",0.00,"1,850.00",0.0015,"3,855.36",0.0036,8.790107,0.0293118449,6716.71,-0.0302
2021-01-26,"26,734.20",0.00,"1,851.10",-0.0023,"3,849.62",-0.0015,8.653711,-0.01551698972,6786.97,0.0105
2021-01-27,"25,153.70",-0.06,"1,832.40",-0.0032,"3,750.77",-0.0257,8.68131,0.00318926759,6178.85,-0.0896
2021-01-28,"27,542.50",0.10,"1,835.60",-0.0042,"3,787.38",0.0098,8.030758,-0.07493707747,6787.11,0.0984
2021-01-29,"28,294.50",0.03,"1,841.20",0.0049,"3,714.24",-0.0193,8.786275,0.09407791892,6917.47,0.0192
2021-01-30,"28,266.60",0.00,,,,,8.928529,0.0161904789,7027.57,0.0159
2021-01-31,"27,355.50",-0.03,,,,,9.333497,0.04535663153,6733.59,-0.0418
2021-02-01,"27,796.70",0.02,"1,851.70",0.0074,"3,773.86",0.0161,9.354319,0.00223088945,6957.88,0.0333
2021-02-02,"29,482.00",0.06,"1,830.40",-0.0164,"3,826.31",0.0139,9.950205,0.06370169758,7458.95,0.072
2021-02-03,"31,266.70",0.06,"1,830.10",0.0009,"3,830.17",0.001,10.674584,0.07280040964,7998.39,0.0723
2021-02-04,"30,933.70",-0.01,"1,784.60",-0.0239,"3,871.74",0.0109,11.147506,0.04430355319,7632.38,-0.0458
2021-02-05,"31,825.50",0.03,"1,792.20",0.0122,"3,886.83",0.0039,11.193649,0.00413931152,8131.02,0.0653
2021-02-06,"32,617.50",0.02,,,,,12.325339,0.1011010797,8199.34,0.0084
2021-02-07,"32,298.10",-0.01,,,,,12.787909,0.03753000222,8020.39,-0.0218
2021-02-08,"38,523.70",0.19,"1,807.30",0.0117,"3,915.59",0.0074,12.579705,-0.01628131698,8865.26,0.1053
2021-02-09,"38,407.10",0.00,"1,830.30",0.0018,"3,911.23",-0.0011,13.508704,0.07384902905,9116.29,0.0283
2021-02-10,"37,032.00",-0.04,"1,834.00",0.0028,"3,909.88",-0.0003,14.137124,0.04651963652,8997.09,-0.0131
2021-02-11,"39,548.00",0.07,"1,821.70",-0.0086,"3,916.38",0.0017,15.589528,0.1027368792,9461.75,0.0516
2021-02-12,"39,156.80",-0.01,"1,810.10",-0.002,"3,934.83",0.0047,17.751774,0.1386986187,9959.66,0.0526
2021-02-13,"39,057.50",0.00,,,,,19.243998,0.08406055643,10506.6,0.0549
2021-02-14,"40,205.60",0.03,"1,820.15",-0.0012,,,19.426892,0.00950395027,10405.2,-0.0097
2021-02-15,"39,570.30",-0.02,"1,815.60",-0.0013,,,18.909581,-0.02662860328,10210,-0.0188
2021-02-16,"40,677.80",0.03,"1,788.10",-0.0109,"3,932.59",-0.0006,18.517605,-0.02072896274,10240.3,0.003
2021-02-17,"43,292.30",0.06,"1,767.90",-0.0146,"3,931.33",-0.0003,18.151492,-0.01977107731,10793.7,0.054
2021-02-18,"42,740.50",-0.01,"1,766.60",0.0012,"3,913.97",-0.0044,18.686547,0.02947719119,10799.6,0.0005
2021-02-19,"46,108.70",0.08,"1,759.00",0.0014,"3,906.71",-0.0019,19.235571,0.02938070902,11204.7,0.0375
2021-02-20,"46,261.40",0.00,,,,,19.525569,0.01507613161,10865.3,-0.0303
2021-02-21,"47,427.40",0.03,,,,,20.828996,0.0667548792,11057.9,0.0177
2021-02-22,"44,570.20",-0.06,"1,778.60",0.0174,"3,876.50",-0.0077,20.65966,-0.00812982056,10176.3,-0.0797
2021-02-23,"40,253.90",-0.10,"1,794.50",-0.0014,"3,881.37",0.0013,19.673025,-0.04775659425,8843.65,-0.131
2021-02-24,"40,915.10",0.02,"1,782.20",-0.0044,"3,925.43",0.0114,16.704746,-0.1508806602,9079.82,0.0267
2021-02-25,"38,797.10",-0.05,"1,763.90",-0.0125,"3,829.34",-0.0245,17.833593,0.06757642409,8543.09,-0.0591
2021-02-26,"38,480.50",-0.01,"1,714.90",-0.0262,"3,811.15",-0.0048,17.799594,-0.00190645822,8392.14,-0.0177
2021-02-27,"38,358.80",0.00,,,,,17.963089,0.00918532187,8532.18,0.0167
2021-02-28,"37,385.00",-0.03,,,,,18.879716,0.05102836155,8214.83,-0.0372
2021-03-01,"41,224.50",0.10,"1,717.20",-0.0034,"3,901.82",0.0238,18.351412,-0.02798262431,8935.8,0.0878
2021-03-02,"40,153.40",-0.03,"1,704.60",0.0062,"3,870.29",-0.0081,19.637481,0.07008011155,8768.53,-0.0187
2021-03-03,"41,923.30",0.04,"1,699.40",-0.0103,"3,819.72",-0.0131,18.880066,-0.03856986545,9087.67,0.0364
2021-03-04,"40,493.40",-0.03,"1,687.60",-0.0088,"3,768.47",-0.0134,19.802682,0.04886720205,8812.41,-0.0303
2021-03-05,"40,926.70",0.01,"1,683.00",-0.0013,"3,841.94",0.0195,18.534644,-0.06403364958,8780.61,-0.0036
2021-03-06,"41,019.10",0.00,,,,,19.1693,0.03424160723,9014.59,0.0266
2021-03-07,"42,709.90",0.04,,,,,18.900933,-0.01399983307,9375.7,0.0401
2021-03-08,"44,115.20",0.03,"1,673.30",-0.0121,"3,821.35",-0.0054,19.080252,0.00948730944,9681.22,0.0326
2021-03-09,"46,142.20",0.05,"1,676.70",0.0232,"3,875.44",0.0142,19.648582,0.02978629423,10047.5,0.0378
2021-03-10,"46,888.20",0.02,"1,705.60",0.0029,"3,898.81",0.006,21.029522,0.07028191653,9871.7,-0.0175
2021-03-11,"45,687.00",-0.03,"1,721.70",0.0079,"3,939.34",0.0104,20.277433,-0.03576348526,10034.3,0.0165
2021-03-12,"47,804.60",-0.01,"1,719.80",-0.0016,"3,943.34",0.001,19.5931,-0.0337,9981.41,-0.0053
2021-03-13,"50,225.80",0.0506,,,,,18.49306,-0.0561,10667.1,0.0687
2021-03-14,"49,345.80",-0.0175,,,,,19.1645,0.0363,10183.2,-0.0454
2021-03-15,"46,740.50",-0.05,"1,729.20",0.0055,"3,968.94",0.0065,19.07098,-0.0049,9733.8,-0.0441
2021-03-16,"47,793.00",0.02,"1,730.90",0.001,"3,962.71",-0.0016,18.3933,-0.0355,9865.06,0.0135
2021-03-17,"49,139.50",0.03,"1,727.10",-0.0022,"3,974.12",0.0029,19.619,0.0666,10079.9,0.0218
2021-03-18,"48,439.90",-0.01,"1,732.50",0.0031,"3,915.46",-0.0148,21.12226,0.0766,9830.84,-0.0247
2021-03-19,"48,861.80",0.01,"1,741.70",0.0053,"3,913.10",-0.0006,20.3081,-0.0385,9933.76,0.0105
2021-03-20,"48,831.80",-0.0006,,,,,20.798417,0.0241,9933.76,0.0105
2021-03-21,48866.9,0.0004,1743.5,0.001,,,20.76,0,9999.58,0.0172
2021-03-22,48332.4,-0.0109,1737.25,-0.0036,3916.48,0.0009,20.28,-0.0002,9822.17,-0.0177
2021-03-23,45445.6,-0.0597,1738.75,0.0009,3934.7,0.0047,19.15,-0.0006,9341.75,-0.0489
2021-03-24,45954.7,0.0112,1725.95,-0.0074,3925.5,-0.0023,18.95,-0.0001,9337.54,-0.0005
2021-03-25,44346.8,-0.035,1733.65,0.0045,3879.34,-0.0118,17.85,-0.0006,8824.81,-0.0549
2021-03-26,43627.2,-0.0162,1726.15,-0.0043,3923,0.0113,18.02,0.0001,8742.37,-0.0093
2021-3-27,46730.4,0.0711,,,,,19.46,0.0008,9357.96,0.0704
